Crime Date,Agency,Description,Type,Group
4-15-17,DNREC-FISH & WILDLIFE NATURAL RESOURCES,Trespassing/Free Text,Trespassing,OTHER
4-02-17,DNREC-FISH & WILDLIFE NATURAL RESOURCES,Traffic Offense/Free Text,Traffic,OTHER
