Crime Date,Agency,Description,Type,Group
4-14-17,NEW CASTLE COUNTY PD,Conditional Release Violation,Obstruction of justice -- courts,OTHER
4-10-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
