Crime Date,Agency,Description,Type,Group
4-18-17,DNREC-FISH & WILDLIFE NATURAL RESOURCES,Traffic Offense/Free Text,Traffic,OTHER
4-18-17,DNREC-FISH & WILDLIFE NATURAL RESOURCES,Game/Wildlife Regulations,Conservation,OTHER
