Crime Date,Agency,Description,Type,Group
4-16-17,DNREC-FISH & WILDLIFE NATURAL RESOURCES,Traffic Offense/Free Text,Traffic,OTHER
4-09-17,DNREC-FISH & WILDLIFE NATURAL RESOURCES,Damage/Public Property,Criminal mischief,OTHER
4-05-17,DNREC-FISH & WILDLIFE NATURAL RESOURCES,Game/Wildlife Regulations,Conservation,OTHER
